new_id,Station_Prox,type,bedrooms,bathrooms,size,other_key_info,bullet_points,station_info,hold_type,short_description,long_description
11603,0.3,Flat,,1.0,,,Top Floor Apartment;Beautifully Presented;Separate Kitchen;Royal Borough of Kensington & Chelsea;Excellent Transport Links;Close to Westfield Shopping Center,"[(0.3, ""Shepherd's Bush (Central) Station"", 'svg-nationalrail;svg-underground;svg-overground'), (0.3, 'Kensington Olympia Station', 'svg-nationalrail;svg-underground;svg-overground'), (0.5, 'Holland Park Station', 'svg-underground')]",Tenure:  Leasehold,svg-camera=8;;svg-floorplan=1;;Read more,"SUMMARY Situated within the Royal Borough of Kensington & Chelsea is this superbly presented top floor Studio flat. DESCRIPTION This bright, comfortable and quiet apartment, offered on the market with a share of freehold, is located on the 3rd floor of this period property. The flat is walking distance to Westfield London, Holland Park, Kensington High Street, Olympia exhibition centre and Brook Green. The area has easy access to public transport, cafes, parks, enviable shopping, restaurants and future entertainment as Olympia is undergoing a redevelopment project which should feature an arthouse cinema, new exhibition centre, theatre and a live music venue.  Ideal for first time buyer, commuter or investors. We currently hold lease details as displayed above, should you require further information please contact the branch.  Please note additional fees could be incurred for items such as leasehold packs. 1. MONEY LAUNDERING REGULATIONS: Intending purchasers will be asked to produce identification documentation at a later stage and we would ask for your co-operation in order that there will be no delay in agreeing the sale. 2. General: While we endeavour to make our sales particulars fair, accurate and reliable, they are only a general guide to the property and, accordingly, if there is any point which is of particular importance to you, please contact the office and we will be pleased to check the position for you, especially if you are contemplating travelling some distance to view the property. 3. The measurements indicated are supplied for guidance only and as such must be considered incorrect. 4. Services: Please note we have not tested the services or any of the equipment or appliances in this property, accordingly we strongly advise prospective buyers to commission their own survey or service reports before finalising their offer to purchase. 5. THESE PARTICULARS ARE ISSUED IN GOOD FAITH BUT DO NOT CONSTITUTE REPRESENTATIONS OF FACT OR FORM PART OF ANY OFFER OR CONTRACT. THE MATTERS REFERRED TO IN THESE PARTICULARS SHOULD BE INDEPENDENTLY VERIFIED BY PROSPECTIVE BUYERS OR TENANTS. NEITHER SEQUENCE (UK) LIMITED NOR ANY OF ITS EMPLOYEES OR AGENTS HAS ANY AUTHORITY TO MAKE OR GIVE ANY REPRESENTATION OR WARRANTY WHATEVER IN RELATION TO THIS PROPERTY. Brochures PDF Property Particulars Full Details"
5251,0.5,Terraced,3.0,1.0,,,-Scope to update and modernise;-Driveway;-3 Double bedrooms;-Upstairs bathroom;-Close to many transport links;-Buyers Commission May Be Required,"[(0.5, 'New Addington Tram Stop', 'svg-tramlink'), (0.7, ""King Henry's Drive Tram Stop"", 'svg-tramlink'), (1.1, 'Fieldway Tram Stop', 'svg-tramlink')]",Tenure:  Freehold,svg-camera=10;;svg-floorplan=1;;Read more,"*GUIDE PRICE £400,000 - £425,000* 3 BEDROOM MID TERRACE COTTAGE, LOCATED ON THE POPULAR HOMESTEAD WAY - NEW ADDINGTON. This family home is situated on the top end of New Addington and being conveniently located for Central Parade and its shops and amenities, frequent bus services and the Tramlink plus a variety of schools. This unique opportunity to renovate and make something your own is not one to be missed! EPC Rating E. -Scope to update and modernise -Potential to extend (STPP) -Driveway -3 Double bedrooms -Upstairs bathroom -Close to many transport links -Buyers Commission May Be Required Entrance Porch Access to; Hallway Stairs rising to first floor. Access to; Reception Room 4.2m x 3.48m Access to; Kitchen 3m x 2.77m Additional Room 5.97m x 3.3m First Floor Landing Doors to; Bedroom 3.53m x 3.5m Bedroom 3.33m x 2.51m Bedroom 4.11m x 2.36m Bathroom Front Garden 9.45m - Parking. Rear Garden 10.19m Tenure Freehold. Council Tax Band C. Buyers Commission May Be Required* Full details available upon request - *This property is being marketed by Choices on behalf of the seller on the basis that the buyer pays our fee of between 2.4% incl VAT and 3.6% incl VAT of the net purchase price. Unless otherwise agreed offers will therefore be submitted to the seller net of our fee. Brochures Web Details Property Brochure"
5839,0.1,Apartment,2.0,1.0,,,Two bedrooms;Spacious;Private garage;Communal gardens;Close to transport links,"[(0.1, 'North Ealing Station', 'svg-underground'), (0.4, 'West Acton Station', 'svg-underground'), (0.6, 'Ealing Broadway Station', 'svg-nationalrail;svg-underground')]",,svg-camera=12;;svg-floorplan=1;;Read more,"An unmodernised two bedroom sixth floor apartment with lift for sale positioned in a well maintained purpose built development in Ealing. The property comprises a spacious reception room with area for dining and access to a private balcony, separate kitchen, two double bedrooms, family bathroom and an array of storage. Further benefits to this property include a private garage, well maintained communal gardens, secure entrance and a share of freehold. Within easy reach of North Ealing and West Acton Stations with local shopping facilities. Suitably located close to Ealing Broadway Station with forthcoming Crossrail Link connection and the town centre with numerous shopping facilities, bars and restaurants. Well situated for road connections to the A4 and M4/M40. Brochures Particulars"
6035,0.7,Terraced,5.0,2.0,,,NO ONWARD CHAIN;FIVE BEDROOMS;TWO RECEPTIONS;TWO BATHROOMS;OFF STREET PARKING;EPC - D,"[(0.7, 'Barking Station', 'svg-nationalrail;svg-underground;svg-overground'), (0.7, 'Ilford Station', 'svg-nationalrail'), (1.2, 'Upney Station', 'svg-underground')]",Tenure:  Freehold,SOLD STC;;svg-camera=14;;svg-virtual-tour=1;;Read more,"STOP! CIRCLE! CALL!! This five bedroom terraced house is situated in this quiet residential turning in South Ilford with direct access to Loxford Park. Benefits include double glazing, gas central heating, kitchen, two reception rooms and two bathrooms. Located within easy walking distance of Ilford Lane with all its shops and amenities and major bus routes to Barking, Ilford town centre and mainline station. Please call for an appointment to view. GROUND FLOOR ENTRANCE  Via double glazed front door to hallway. HALLWAY Laminate flooring, single radiator, LED spotlights and coving to ceiling. RECEPTION ONE 10' 10"" x 13' 3"" to bay (3.30m x 4.04m)  Double glazed bay window to front, laminate flooring, double radiator, power points, coving to ceiling, ceiling rose. RECEPTION TWO 11' x 11' 5"" (3.35m x 3.48m)  Laminate flooring, double radiator, power points, LED spotlights to ceiling, wall mounted thermostat control, cupboard under stairs housing gas meter and fuseboard. KITCHEN 9' 11"" x 13' 5"" (3.02m x 4.09m)  Double glazed picture and casement window to rear, tiled floor, range of eye and base units, tiled splashback, electric oven, gas hob, extractor hood, stainless steel sink with single drainer and mixer taps, plumbing for washing machine and dishwasher, integrated fridge freezer, LED spotlights to ceiling, double glazed door to garden. GROUND FLOOR BATHROOM/WC Double glazed opaque picture and casement window to rear, tiled floor and walls, chrome towel radiator, vanity sink unit with mixer tap, close coupled WC, panelled bath with mixer tap, shower attachment and thermostatically controlled shower over, LED spotlights to ceiling. FIRST FLOOR BEDROOM ONE 13' 3"" x 14' 3"" (4.04m x 4.34m)  Double glazed bay window and double glazed picture and casement window to front, double radiator, power points. BEDROOM TWO 6' 6"" x 8' 4"" (1.98m x 2.54m)  Double glazed picture and casement window to rear, single radiator, power points. BEDROOM THREE 7' 2"" x 10' 1"" (2.18m x 3.07m) Double glazed casement window to rear, double radiator, power points. FIRST FLOOR BATHROOM/WC Tiled floor and walls, chrome towel radiator, close coupled WC, vanity sink unit with mixer tap, panelled bath with mixer tap and shower attachment, extractor fan, halogen spotlights to ceiling. SECOND FLOOR SPLIT LEVEL LANDING BEDROOM FOUR 11' 11"" narrowing to 9' x 18' 3"" to narrowing head height (3.63m x 5.56m) Double glazed picture and casement window to rear, double glazed velux style window to front, double radiator, halogen spotlights to ceiling, power points. BEDROOM FIVE 6' x 8' 5"" (1.83m x 2.57m) Double glazed picture and casement window to rear, double radiator, power points. EXTERIOR FRONT GARDEN Providing off street parking. REAR GARDEN Patio area, remainder to lawn. AGENTS NOTE Our established contacts mean that we are able to recommend professional local conveyancers to buyers. If we do, we may receive a referral fee of up to £150 from the company we recommend. Brochures Brochure 1"
12820,0.4,Maisonette,2.0,1.0,,,Sale by Modern Auction (T&Cs apply);Subject to an undisclosed Reserve Price;Buyers fees apply;Two Double Bedrooms;Maisonette;Good Transport Links;Spacious Accommodation;Garage & Parking,"[(0.4, 'Sutton Common Station', 'svg-nationalrail'), (0.7, 'West Sutton Station', 'svg-nationalrail'), (0.7, 'Sutton (Surrey) Station', 'svg-nationalrail')]",,svg-camera=11;;svg-floorplan=1;;Read more,"SUMMARY An extremely well presented two double bedroom maisonette. Call now to book your appointment  ! DESCRIPTION This delightful two bedroom property offers a bright and spacious accommodation with a large reception room, separate kitchen and an abundance of space. Set on a quiet residential street just moments from many local amenities and transport links as well as Sutton town centre. This Property also comprises of a Garage and a parking space. Call now to book your appointment  ! Auctioneer's Comments   This property is offered through Modern Method of Auction. Should you view, offer or bid your data will be shared with the Auctioneer, iamsold Limited.  This method requires both parties to complete the transaction within 56 days, allowing buyers to proceed with mortgage finance (subject to lending criteria, affordability and survey). The buyer is required to sign a reservation agreement and make payment of a non-refundable Reservation Fee of 4.2% of the purchase price including VAT, subject to a minimum of £6,000.00 including VAT. This fee is paid in addition to purchase price and will be considered as part of the chargeable consideration for the property in the calculation for stamp duty liability. Buyers will be required to complete an identification process with iamsold and provide proof of how the purchase would be funded.  The property has a Buyer Information Pack containing documents about the property. The documents may not tell you everything you need to know, so you must complete your own due diligence before bidding. A sample of the Reservation Agreement and terms and conditions are contained within this pack. The buyer will also make payment of £300 inc VAT towards the preparation cost of the pack. The estate agent and auctioneer may recommend the services of other providers to you, in which they will be paid for the referral. These services are optional, and you will be advised of any payment, in writing before any services are accepted. Listing is subject to a start price and undisclosed reserve price that can change. Lease details are currently being compiled.  For further information please contact the branch.  Please note additional fees could be incurred for items such as leasehold packs. 1. MONEY LAUNDERING REGULATIONS: Intending purchasers will be asked to produce identification documentation at a later stage and we would ask for your co-operation in order that there will be no delay in agreeing the sale.
 2. General: While we endeavour to make our sales particulars fair, accurate and reliable, they are only a general guide to the property and, accordingly, if there is any point which is of particular importance to you, please contact the office and we will be pleased to check the position for you, especially if you are contemplating travelling some distance to view the property.
 3. The measurements indicated are supplied for guidance only and as such must be considered incorrect.
 4. Services: Please note we have not tested the services or any of the equipment or appliances in this property, accordingly we strongly advise prospective buyers to commission their own survey or service reports before finalising their offer to purchase.
 5. THESE PARTICULARS ARE ISSUED IN GOOD FAITH BUT DO NOT CONSTITUTE REPRESENTATIONS OF FACT OR FORM PART OF ANY OFFER OR CONTRACT. THE MATTERS REFERRED TO IN THESE PARTICULARS SHOULD BE INDEPENDENTLY VERIFIED BY PROSPECTIVE BUYERS OR TENANTS. NEITHER SEQUENCE (UK) LIMITED NOR ANY OF ITS EMPLOYEES OR AGENTS HAS ANY AUTHORITY TO MAKE OR GIVE ANY REPRESENTATION OR WARRANTY WHATEVER IN RELATION TO THIS PROPERTY. Brochures PDF Property Particulars Full Details"
2941,0.1,Flat,2.0,2.0,,,Two Double Bedrooms;Two Bathrooms;Close to Train Station;Private Balcony;Secure Communal Entrance;Close to Town,"[(0.1, 'Coulsdon Town Station', 'svg-nationalrail'), (0.4, 'Coulsdon South Station', 'svg-nationalrail'), (0.8, 'Woodmansterne Station', 'svg-nationalrail')]",,SOLD STC;;svg-camera=28;;Read more,"Daniel Adams are pleased to offer for sale this immaculate two double bedroom two bathroom 4th floor apartment occupying an advantageous central position within Coulsdon Town with fantastic far reaching views across the London skyline and the added bonus of NO FORWARD CHAIN.  This beautiful home is offered to the market in excellent condition throughout, spacious rooms, floor to ceiling windows, a private balcony and substantial storage enhance the property further along with secure clean and tidy communal entrance lobby and residents lift.  Situated only a short walk from the centre of Coulsdon you will find many local amenities on your doorstep including popular restaurants, bars, cafes, eateries and take aways, 3 major super stores of which include Waitrose, Tesco and Aldi along with local bus routes providing services to Streatham, West Croydon, Redhill and Caterham to name a few.  Coulsdon Town Train Station is less than a 1 minute walk offering direct links to London mainline stations and Coulsdon South Train Station is just 0.5 miles away servicing central London, Gatwick & Brighton. Also available to purchase on a shared ownership basis at 45% share. Secure Communal Entrance Lobby  -  Lift/Stairs To 4Th Floor  -  Entrance Hallway  -  Open Plan Living/Kitchen/Dining Room  - 20'4 x 14'0 -  Bedroom 1  - 15'4 x 11'1 -  En-Suite Shower Room  -  Bedroom 2  - 14'1 x 9'1 -  Bathroom  -  2 Storage Cupboards  -  Private Balcony  -  Brochures Leaden Hill, Coulsdon Brochure"
5924,1.2,Ground Flat,1.0,1.0,,,Another property entrusted to Paul Meakin;Shared parking;Structural Warranty;Leasehold,"[(1.2, 'Sanderstead Station', 'svg-nationalrail'), (1.4, 'Purley Oaks Station', 'svg-nationalrail'), (1.4, 'Coombe Lane Tram Stop', 'svg-tramlink')]",,svg-camera=3;;svg-floorplan=1;;Read more,"   This property is set amongst 7 luxury new build apartments in a location that is convenient for both Selsdon and Sandersteads local amenities, frequent bus services to surrounding areas including both South and East Croydon mainline stations as well as a variety woodland walks. This property comes with a structural warranty and long leases. Internally the apartments are finished to a high standard with some offering outside garden space and allocated parking. The estimated completion is May so call now to avoid disappointment.   ENTRANCE   HALL      KITCHEN/LIVING   ROOM   17' 0"" x 16' 5"" (5.18m x 5m)    BATHROOM      BEDROOM   10' 6"" x 16' 1"" (3.2m x 4.9m)    SHARED   PARKING         Leasehold 125 years / Service charge £1033.61 / Ground rent £200 / Croydon Council  and Council band to be confirmed. "
11852,0.7,Maisonette,2.0,1.0,,,GROUND FLOOR MAISONETTE;TWO DOUBLE BEDROOMS;SPACIOUS THROUGHOUT;OWN REAR GARDEN;GARAGE;EPC - C,"[(0.7, 'Upminster Bridge Station', 'svg-underground'), (0.7, 'Hornchurch Station', 'svg-underground'), (1.0, 'Upminster Station', 'svg-nationalrail;svg-underground')]",Tenure:  Leasehold,SOLD STC;;svg-camera=10;;Read more,"Spacious two bedroom ground floor maisonette situated upon a popular residential turning.  Internally comprising reception room, kitchen, two double bedrooms and bathroom.  Externally benefitting from a low maintenance rear garden and garage en bloc this is one not to be missed. Entrance Hall Door to front aspect, radiator, storage cupboard, doors to:- Reception Room 15' 11'' x 10' 0'' (4.859m x 3.056m) Double glazed window to rear aspect, radiator. Bedroom One 10' 10'' x 10' 1'' (3.291m x 3.063m) Double glazed window to front aspect, radiator. Bedroom Two 11' 2'' x 8' 1'' (3.394m x 2.467m) Double glazed window to front aspect, radiator. Kitchen 11' 4'' x 7' 3'' (3.458m x 2.212m) Comprehensive range of fitted eye and base level units with working surfaces over incorporating sink drainer unit, integrated fridge, oven, hob and extractor to remain. Door to rear aspect, double glazed window to rear aspect, wall mounted boiler. Bathroom Three piece bathroom suit comprising bath, low level wc and pedestal wash hand basin.  Double glazed window to side aspect. Rear Garden Mainly hardstanding, rear access. Garage  Garage en bloc. Brochures Property Brochure Full Details"
7247,0.8,Flat,1.0,1.0,,,-	One Double Bedroom;-	Open Plan Living/Dining Room;-	Allocated Parking ;-	High Gloss Modern Kitchen;-	0.9 Miles From Eltham & New Eltham Stations;-	Stone's Throw From Eltham High Street;-	Lovingly Maintained;-	Energy Efficiency Rating D,"[(0.8, 'Eltham Station', 'svg-nationalrail'), (0.8, 'New Eltham Station', 'svg-nationalrail'), (0.8, 'Mottingham Station', 'svg-nationalrail')]",,SOLD STC;;svg-camera=9;;svg-floorplan=1;;Read more,"*GUIDE PRICE £275,000 - £295,000* Rare to the market and very sought after is this beautiful one double bedroom apartment in Andrews Place just a stone's throw away from Eltham High Street. This apartment has been lovingly maintained by the current owners and is perfect for anyone looking to buy to live in or buy to let considering its location, size and condition! Internally the accommodation comprises; an entrance hall with a storage cupboard, a large dual aspect open plan living/dining room, a high gloss modern kitchen with base and wall units, the double bedroom featuring fitted wardrobes and storage and a modern three piece bathroom. Further benefits include; double glazing, allocated parking and access to Avery Hill Park from Andrews Place. The property is located just 0.9 miles from Eltham Railway Station and New Eltham Railway Station, both of which offer fast and frequent direct services into London Bridge, Waterloo East, Cannon Street & Charing Cross. Eltham High Street can be found 0.2 miles away and offers comprehensive shopping, bars, restaurants and the recently built Vue cinema complex. There are a variety of green spaces within walking distance to explore including; Avery Hill Park, Eltham Park North & South, Oxleas Wood and Eltham Palace. The esteemed Royal Blackheath Golf Club which has been a part of the community for well over 400 years is also close by. If Schools are a priority then this really isn’t one to miss out on as there is a selection of primary & secondary schools available within the immediate area including; St Thomas More Catholic Comprehensive School, St Mary’s Catholic Primary School and Eltham Church of England Primary School, all of which are rated Outstanding by Ofsted. Tenure: Leasehold Lease Length: 91 Years Remaining Annual Maintenance: £1,000 P/A Ground Rent: £75 P/A Council Tax – Local Authority London Borough of Greenwich Band C. Energy Efficiency Rating D."
3706,0.2,Apartment,3.0,1.0,,,3 Bedrooms;Ground floor;Purpose built flat;Gated development;Lift to all floors;Close to tube;Close to shops;No chain,"[(0.2, 'Kentish Town Station', 'svg-nationalrail;svg-underground'), (0.4, 'Tufnell Park Station', 'svg-underground'), (0.6, 'Kentish Town West Station', 'svg-overground')]",,SOLD STC;;svg-camera=8;;svg-virtual-tour=1;;svg-floorplan=1;;Read more,"A two/three bedroom apartment forming part of a gated development close to Kentish Town tube and High Street. This popular brick built ex-local authority building has the added benefits of communal grounds and a lift. The Owners Love ""We're 5 minutes from Kentish Town station which makes it so quick to get into Central London"" ""Kentish Town has so many cool great pubs, comedy nights, gigs, shops and restaurants"" ""The property is gated development so feels very safe"" We've Noticed Located in Kentish Town close to transport links (Northern Line and Thameslink) as well as a wide array of shops, cafes and restaurants on offer. Would make a great purchase to first time buyers and investors. Brochures Particulars"
3682,0.3,End of Terrace,5.0,2.0,,,A fantastic size family home;Versatile living accomodation;Currently adapted to provide three kitchens for separate family living;Nice size lounge;Modern kitchen;Modern shower room and additional bathroom;Ground floor rear extension and loft conversion;Rear garden with good size storage room;Excellent location for Dagenham Heathway train station;Close proximity to local amenities,"[(0.3, 'Dagenham Heathway Station', 'svg-underground'), (0.8, 'Dagenham Dock Station', 'svg-nationalrail'), (0.9, 'Dagenham East Station', 'svg-underground')]",,svg-camera=13;;svg-floorplan=1;;Read more,"GUIDE PRICE £430,000 - £460,000 - Colubrid Estate Agents are pleased to offer this fantastic size family home with versatile accommodation spread over three floors with the property having undergone both a loft conversion and ground floor rear extension. The property has been adapted to provide three kitchens to provide separate living for the current family owners. Accommodation boasts a large entrance hallway, modern kitchen, nice size lounge and ground floor bedroom. The first floor holds two double bedrooms, a kitchen (previously a bedroom) and a bathroom. The second floor holds another bedroom and further kitchen/sitting room (previously a bedroom) and a modern shower room. Externally the property has a rear garden with a large storage room. The property is ideally located for Dagenham Heathway train station and is within close proximity of local amenities. Entrance hall commences with stair leading to first floor landing. Storage cupboard. Door to ground floor bedroom. Bedroom 10'7 x 9'3 is located to the front of the property. Double glazed window. Inner hallway gives access to lounge and kitchen. Lounge 15'6 x 10'7 gives access to spacious kitchen via patio sliding doors. Lovely size kitchen 16'6 max x 11'4 gives external access. Double glazed window. Range of high gloss wall and base mounted units with  matching storage drawers. Complimentary work surfaces housing sink drainer with swan neck mixer tap.  Gas hob, electric oven, stainless steel extractor hood. Space for other appliances. Tiled flooring. Heated towel rail. Sky light double glazed windows. Spot lights. First floor landing is home to two double bedrooms, bedroom/kitchen and family bathroom. Stairs to second floor accommodation. Bedroom one 15'0 x 10'9  over looks the front aspect. Bedroom two 10'9 x 9'3 enjoys views over rear garden. Double glazed window. Bedroom three/kitchen 7'8 x 6'9 also over looks the front aspect. Double glazed window. Bathroom comprises, panel bath, wash hand basin and low level wc. Tiling to walls. Obscured double glazed window. Second floor is home to further double bedroom, bedroom/kitchen and bathroom. Bedroom 11'3 x 9'5 is located to the front of the property. Two Velux double glazed windows. Bedroom/kitchen 10'0 x 9'5 over looks the rear aspect. Double glazed window. Bathroom comprises, panel bath fitted with ""Rainfall""  style shower and shower/mixer tap. Wash hand basin and low level wc. Modern tiling to wall. Tiled flooring. Obscure double glazed window. Externally the property has a paved rear garden. Storage room measures 14'8 max x 4'9 max Dagenham is a town in East London within the London Borough of Barking and Dagenham. Dagenham is centred 11.5 miles east of Charing Cross. It was historically a rural parish in the Becontree Hundred of Essex, stretching from Hainault Forest in the north to the River Thames in the south. Easy access to A13/M25 road links Brochures Heathway, Dagenham Full Property Details Super Sized Images Floorplan"
3623,0.8,Terraced,5.0,1.0,,,"Moments From The Larkswood;Easy Access to Walthamstow, Highams Park and Chingford;Five Bedroom House;Private Driveway;Mid Terrace 1930's;Private Garage","[(0.8, 'Highams Park Station', 'svg-nationalrail'), (1.6, 'Angel Road Station', 'svg-nationalrail'), (1.5, 'Chingford Station', 'svg-nationalrail')]",Tenure:  Freehold,svg-camera=12;;svg-virtual-tour=1;;Read more,"Haart is proud to present to the market this spacious 5 bedroom terrece house in South Chingford, a stones throw from all the excellent amenities and transport links Chingford Mount has to offer.  The property boasts a driveway offering off street parking for two cars, plus a large double garage to the rear offering excellent storage or secure parking. This lovely family home  offers a large entrance hall, bright reception, Dinning room, modern kitchen with plenty of cupboard space, leading to rear garden. On the first floor you have three great sized bedrooms, two with built in fitted wardrobes and a large family bathroom. to the second floor you have another Two bedrooms. Located on Normanshire Drive, a quiet residential no through road which is walking distance from Chingford′s high street where you will find local shops, restaurants, cafes, high street supermarkets and public transport. This property is also a short drive away from the a406 which leads on the m11 and m25. This fantastic house must be seen to be fully appreciated for its excellent size and potential to create a lovely family home Living Area 4.412m x 4.038m Dining Area 4.073m x 3.484 Kitchen 3.042m x 2.243m Family Bathroom 2.496m x 2.437m Bedroom One 4.440m x 3.282m Bedroom Two 4.019m x 2.669m Bedroom Three 4.299m x 2.795m Bedroom Four 4.249m x 2.559m Bedroom Five 2.571m x 2.133m Disclaimer haart Estate Agents also offer a professional, ARLA accredited Lettings and Management Service. If you are considering renting your property in order to purchase, are looking at buy to let or would like a free review of your current portfolio then please call the Lettings Branch Manager on the number shown above. haart Estate Agents is the seller's agent for this property. Your conveyancer is legally responsible for ensuring any purchase agreement fully protects your position. We make detailed enquiries of the seller to ensure the information provided is as accurate as possible. Please inform us if you become aware of any information being inaccurate. Brochures Brochure 1"
